"","age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y"
"4799",48,"housemaid","single","primary","no",46,"no","no","cellular",4,"aug",118,1,1,3,"success","1"
"4800",34,"management","divorced","tertiary","no",36,"no","no","telephone",29,"aug",77,7,-1,0,"unknown","0"
"4801",25,"student","single","secondary","no",722,"yes","no","unknown",19,"jun",172,1,-1,0,"unknown","0"
"4802",31,"management","married","tertiary","no",877,"no","no","cellular",9,"sep",209,1,92,8,"success","1"
"4803",50,"blue-collar","married","primary","no",9202,"no","no","cellular",18,"aug",204,7,-1,0,"unknown","0"
"4804",35,"unemployed","single","tertiary","no",415,"no","no","cellular",4,"feb",649,1,176,1,"failure","1"
"4805",27,"management","married","tertiary","no",802,"no","no","cellular",22,"sep",569,1,-1,0,"unknown","1"
"4806",53,"technician","married","secondary","no",2818,"yes","no","cellular",16,"jul",350,7,-1,0,"unknown","0"
"4807",41,"technician","divorced","secondary","no",988,"no","no","cellular",21,"aug",429,2,-1,0,"unknown","0"
"4808",52,"services","married","secondary","no",961,"no","yes","cellular",18,"feb",222,1,553,4,"failure","1"
"4809",39,"technician","divorced","secondary","no",1972,"yes","no","cellular",9,"feb",82,3,-1,0,"unknown","0"
"4810",34,"technician","married","secondary","no",19,"yes","no","unknown",5,"may",362,4,-1,0,"unknown","0"
"4811",38,"admin.","married","secondary","no",1116,"yes","yes","unknown",16,"jun",406,2,-1,0,"unknown","0"
"4812",54,"technician","married","secondary","no",3323,"yes","yes","cellular",8,"apr",59,3,-1,0,"unknown","0"
"4813",33,"unknown","married","secondary","no",335,"no","no","cellular",4,"feb",891,2,177,7,"failure","1"
"4814",39,"blue-collar","single","tertiary","no",48,"no","no","cellular",3,"jun",539,1,-1,0,"unknown","1"
"4815",59,"housemaid","married","primary","no",235,"no","no","cellular",13,"aug",119,2,-1,0,"unknown","0"
"4816",58,"blue-collar","married","primary","no",0,"yes","no","unknown",29,"may",535,2,-1,0,"unknown","0"
"4817",33,"technician","married","tertiary","no",0,"no","no","cellular",30,"apr",227,2,-1,0,"unknown","1"
"4818",36,"admin.","divorced","secondary","no",496,"no","no","unknown",8,"may",269,3,-1,0,"unknown","0"
"4819",31,"management","married","tertiary","no",325,"yes","no","cellular",18,"jul",1139,2,-1,0,"unknown","1"
"4820",32,"services","single","unknown","no",2378,"no","no","cellular",17,"nov",1132,2,-1,0,"unknown","1"
"4821",40,"blue-collar","married","secondary","no",5060,"no","no","unknown",9,"nov",299,1,-1,0,"unknown","1"
"4822",48,"admin.","divorced","secondary","no",162,"yes","no","cellular",12,"may",83,1,368,4,"failure","0"
"4823",34,"technician","married","tertiary","no",4,"yes","no","telephone",24,"jul",70,1,-1,0,"unknown","0"
"4824",39,"technician","single","secondary","no",15,"yes","no","cellular",30,"apr",510,1,-1,0,"unknown","1"
"4825",31,"management","single","tertiary","no",307,"no","no","cellular",8,"jul",361,1,229,2,"failure","1"
"4826",59,"retired","married","primary","no",1427,"no","no","unknown",18,"jun",140,2,-1,0,"unknown","0"
"4827",55,"blue-collar","married","primary","no",1086,"yes","no","cellular",6,"may",146,1,272,2,"failure","0"
"4828",64,"retired","divorced","secondary","no",4833,"no","no","cellular",20,"oct",621,1,181,3,"failure","1"
"4829",31,"admin.","married","secondary","no",355,"yes","no","cellular",18,"nov",530,1,193,1,"failure","0"
"4830",28,"management","married","tertiary","no",102,"yes","no","unknown",26,"may",314,2,-1,0,"unknown","0"
"4831",31,"self-employed","married","tertiary","no",2666,"no","no","telephone",8,"jul",411,2,148,9,"other","1"
"4832",54,"technician","married","secondary","no",1299,"yes","no","cellular",25,"may",104,1,-1,0,"unknown","0"
"4833",32,"blue-collar","divorced","primary","no",-156,"yes","no","cellular",24,"jul",129,2,-1,0,"unknown","0"
"4834",30,"management","married","tertiary","no",24,"yes","no","cellular",29,"jan",207,2,-1,0,"unknown","0"
"4835",31,"blue-collar","single","secondary","no",5607,"no","no","unknown",20,"may",261,1,-1,0,"unknown","0"
"4836",54,"technician","married","secondary","no",472,"yes","yes","unknown",17,"nov",229,2,150,1,"failure","0"
"4837",29,"admin.","single","secondary","no",1751,"no","no","cellular",30,"jan",150,1,-1,0,"unknown","0"
"4838",53,"technician","divorced","secondary","no",1252,"yes","no","unknown",26,"may",149,1,-1,0,"unknown","0"
"4839",39,"services","divorced","secondary","no",-718,"yes","no","unknown",2,"jun",90,4,-1,0,"unknown","0"
"4840",36,"management","married","tertiary","no",1988,"yes","yes","cellular",25,"jul",102,2,-1,0,"unknown","0"
"4841",47,"blue-collar","married","unknown","yes",162,"no","no","cellular",25,"aug",366,3,-1,0,"unknown","1"
"4842",29,"admin.","single","secondary","no",265,"yes","no","cellular",25,"nov",414,1,184,1,"failure","1"
"4843",40,"self-employed","married","secondary","yes",-754,"yes","yes","unknown",3,"jun",941,3,-1,0,"unknown","1"
"4844",25,"student","single","tertiary","no",938,"yes","no","cellular",14,"may",36,1,352,1,"other","0"
"4845",28,"blue-collar","married","primary","no",-469,"yes","no","cellular",8,"jul",244,3,-1,0,"unknown","0"
"4846",39,"self-employed","married","primary","no",2165,"yes","no","cellular",18,"nov",213,1,-1,0,"unknown","0"
"4847",49,"entrepreneur","divorced","secondary","no",10350,"no","yes","cellular",24,"jul",346,1,-1,0,"unknown","0"
"4848",50,"management","married","tertiary","no",5969,"no","no","cellular",25,"jan",455,1,544,2,"failure","1"
"4849",31,"services","married","secondary","no",505,"no","no","cellular",11,"jul",773,3,-1,0,"unknown","0"
"4850",42,"blue-collar","married","unknown","no",1323,"yes","no","unknown",19,"may",19,1,-1,0,"unknown","0"
"4851",35,"management","married","tertiary","no",2472,"no","no","cellular",18,"nov",586,2,-1,0,"unknown","0"
"4852",46,"technician","married","secondary","no",416,"yes","yes","cellular",23,"jul",361,3,-1,0,"unknown","0"
"4853",28,"technician","single","tertiary","no",0,"yes","no","cellular",25,"may",269,1,40,2,"failure","1"
"4854",28,"technician","single","secondary","no",2034,"yes","no","unknown",21,"may",196,1,-1,0,"unknown","0"
"4855",35,"services","single","secondary","no",0,"yes","no","cellular",19,"nov",305,4,-1,0,"unknown","0"
"4856",31,"management","divorced","tertiary","no",373,"no","no","cellular",10,"feb",132,6,-1,0,"unknown","1"
"4857",56,"technician","married","secondary","no",205,"no","yes","cellular",23,"jul",442,2,-1,0,"unknown","0"
"4858",26,"blue-collar","married","secondary","no",2005,"yes","no","unknown",27,"may",224,3,-1,0,"unknown","0"
"4859",57,"housemaid","married","primary","no",0,"no","no","cellular",20,"aug",252,3,-1,0,"unknown","0"
"4860",41,"blue-collar","divorced","primary","no",138,"yes","no","cellular",18,"jul",640,3,-1,0,"unknown","1"
"4861",36,"technician","married","tertiary","no",1179,"yes","no","cellular",25,"sep",79,1,-1,0,"unknown","0"
"4862",36,"admin.","single","tertiary","no",994,"no","no","cellular",6,"may",211,1,90,6,"success","1"
"4863",52,"technician","married","tertiary","no",2557,"no","no","cellular",8,"jul",340,1,156,1,"other","1"
"4864",29,"management","married","tertiary","no",51,"yes","no","cellular",17,"jul",1319,5,-1,0,"unknown","1"
"4865",46,"entrepreneur","married","tertiary","no",25204,"yes","yes","cellular",6,"may",72,1,-1,0,"unknown","0"
"4866",28,"management","married","secondary","no",292,"yes","no","unknown",28,"may",507,1,-1,0,"unknown","1"
"4867",32,"management","married","tertiary","no",864,"yes","no","cellular",28,"aug",17,19,-1,0,"unknown","0"
"4868",43,"blue-collar","married","secondary","no",-111,"yes","no","unknown",29,"may",132,3,-1,0,"unknown","0"
"4869",36,"self-employed","single","secondary","no",15,"no","no","cellular",18,"nov",186,2,-1,0,"unknown","0"
"4870",25,"blue-collar","divorced","secondary","no",720,"yes","no","unknown",4,"jun",156,1,-1,0,"unknown","0"
"4871",21,"student","single","secondary","no",216,"no","no","cellular",5,"aug",414,1,-1,0,"unknown","1"
"4872",42,"self-employed","divorced","secondary","no",484,"yes","no","cellular",21,"nov",321,3,127,3,"failure","0"
"4873",54,"blue-collar","married","secondary","no",548,"no","no","cellular",18,"aug",520,7,-1,0,"unknown","1"
"4874",43,"services","divorced","secondary","no",1040,"yes","no","unknown",19,"may",552,3,-1,0,"unknown","1"
"4875",45,"blue-collar","married","secondary","no",-376,"yes","no","unknown",26,"may",162,4,-1,0,"unknown","0"
"4876",26,"management","single","tertiary","no",1027,"no","no","cellular",23,"sep",744,1,-1,0,"unknown","1"
"4877",34,"management","divorced","tertiary","no",4231,"yes","no","cellular",11,"aug",382,2,-1,0,"unknown","0"
"4878",31,"blue-collar","married","secondary","no",401,"no","no","cellular",14,"aug",96,3,-1,0,"unknown","0"
"4879",51,"blue-collar","married","secondary","yes",0,"no","yes","unknown",20,"jun",179,3,-1,0,"unknown","0"
"4880",49,"blue-collar","married","primary","no",3,"no","yes","cellular",9,"jul",1439,6,-1,0,"unknown","1"
"4881",72,"retired","married","tertiary","no",0,"no","no","cellular",13,"feb",99,1,-1,0,"unknown","1"
"4882",46,"blue-collar","married","secondary","no",1144,"yes","no","cellular",8,"feb",376,2,129,3,"other","1"
"4883",35,"management","single","tertiary","no",1750,"yes","no","cellular",21,"apr",333,3,-1,0,"unknown","1"
"4884",57,"management","married","secondary","no",657,"yes","no","telephone",11,"may",20,5,-1,0,"unknown","0"
"4885",34,"management","married","tertiary","no",520,"yes","no","cellular",12,"aug",1307,4,-1,0,"unknown","1"
"4886",38,"technician","married","secondary","no",0,"yes","no","cellular",22,"apr",315,1,-1,0,"unknown","1"
"4887",33,"blue-collar","divorced","unknown","yes",-274,"yes","yes","cellular",17,"apr",715,2,329,2,"failure","1"
"4888",38,"management","single","tertiary","no",175,"yes","yes","cellular",4,"feb",139,5,-1,0,"unknown","0"
"4889",43,"blue-collar","married","secondary","yes",-7,"no","no","unknown",8,"may",70,1,-1,0,"unknown","0"
"4890",34,"technician","single","tertiary","no",2521,"no","no","cellular",13,"aug",73,2,-1,0,"unknown","0"
"4891",23,"technician","single","secondary","no",598,"no","no","cellular",30,"apr",166,1,-1,0,"unknown","0"
"4892",60,"retired","married","secondary","no",18967,"yes","no","cellular",29,"jan",177,2,-1,0,"unknown","1"
"4893",70,"retired","married","primary","no",2795,"no","no","cellular",8,"jan",301,2,-1,0,"unknown","1"
"4894",35,"management","married","unknown","no",2326,"yes","yes","cellular",16,"sep",319,1,-1,0,"unknown","1"
"4895",34,"blue-collar","married","secondary","no",1464,"yes","no","cellular",28,"aug",207,3,130,5,"other","1"
"4896",49,"technician","married","secondary","no",808,"yes","no","cellular",28,"jan",1232,1,-1,0,"unknown","1"
"4897",71,"technician","married","tertiary","no",383,"no","no","cellular",27,"apr",388,3,-1,0,"unknown","1"
"4898",27,"management","single","tertiary","no",1720,"no","no","cellular",15,"jun",910,1,224,3,"success","1"
"4899",35,"management","single","tertiary","no",205,"yes","no","unknown",16,"may",512,1,-1,0,"unknown","0"
"4900",51,"housemaid","married","primary","no",382,"no","yes","cellular",15,"jul",56,3,-1,0,"unknown","0"
"4901",49,"blue-collar","married","primary","no",-57,"no","no","telephone",23,"jul",161,2,-1,0,"unknown","0"
"4902",56,"retired","married","secondary","no",1044,"no","no","telephone",3,"jul",353,2,-1,0,"unknown","1"
"4903",19,"student","single","primary","no",608,"no","no","cellular",12,"may",236,1,180,2,"success","1"
"4904",28,"admin.","single","secondary","no",6100,"no","no","unknown",27,"dec",333,1,-1,0,"unknown","0"
"4905",58,"technician","married","primary","no",4198,"no","no","cellular",15,"oct",441,5,246,5,"failure","1"
"4906",44,"housemaid","married","primary","no",-156,"no","yes","cellular",30,"jul",1211,2,-1,0,"unknown","1"
"4907",57,"retired","married","secondary","no",81,"no","no","cellular",19,"aug",118,3,-1,0,"unknown","0"
"4908",42,"blue-collar","single","primary","no",1628,"yes","no","cellular",25,"jul",590,8,-1,0,"unknown","1"
"4909",56,"management","married","tertiary","no",4,"yes","yes","cellular",30,"jan",299,1,2,5,"other","0"
"4910",36,"technician","single","secondary","no",2603,"yes","no","cellular",18,"aug",174,5,-1,0,"unknown","0"
"4911",31,"blue-collar","married","secondary","no",29,"no","no","cellular",30,"jul",130,3,-1,0,"unknown","0"
"4912",29,"technician","married","tertiary","no",-983,"yes","yes","cellular",31,"jul",58,2,-1,0,"unknown","0"
"4913",29,"management","married","secondary","no",160,"no","no","cellular",9,"feb",844,2,-1,0,"unknown","0"
"4914",33,"management","single","tertiary","no",6807,"no","no","cellular",21,"oct",512,2,184,1,"success","1"
"4915",19,"student","single","secondary","no",302,"no","no","cellular",16,"jul",205,1,-1,0,"unknown","1"
"4916",39,"services","single","secondary","no",600,"no","no","cellular",7,"apr",277,1,-1,0,"unknown","0"
"4917",32,"management","single","tertiary","no",312,"no","no","cellular",17,"feb",232,2,-1,0,"unknown","1"
"4918",27,"admin.","single","tertiary","no",3672,"yes","no","cellular",15,"may",157,2,351,5,"failure","0"
"4919",64,"retired","married","tertiary","no",2059,"no","yes","cellular",9,"nov",326,1,95,1,"other","0"
"4920",42,"management","married","tertiary","no",2772,"yes","no","cellular",2,"apr",244,1,-1,0,"unknown","0"
"4921",27,"services","single","secondary","no",955,"no","no","cellular",23,"apr",206,1,-1,0,"unknown","1"
"4922",57,"technician","divorced","tertiary","no",437,"no","no","cellular",26,"aug",435,5,-1,0,"unknown","0"
"4923",47,"blue-collar","married","primary","no",113,"yes","no","unknown",13,"may",276,1,-1,0,"unknown","0"
"4924",28,"services","single","secondary","no",217,"yes","no","cellular",9,"feb",379,3,-1,0,"unknown","0"
"4925",45,"management","married","tertiary","no",160,"no","no","cellular",10,"nov",182,2,194,1,"success","1"
"4926",51,"housemaid","married","tertiary","no",990,"no","no","telephone",21,"aug",189,5,-1,0,"unknown","0"
"4927",41,"technician","single","secondary","no",-618,"yes","yes","cellular",11,"jul",215,1,-1,0,"unknown","0"
"4928",36,"technician","single","secondary","no",125,"yes","no","cellular",15,"may",676,3,-1,0,"unknown","1"
"4929",47,"blue-collar","married","secondary","no",3715,"no","no","cellular",12,"feb",171,2,182,4,"other","1"
"4930",34,"management","single","tertiary","no",-2,"no","no","cellular",27,"aug",57,6,-1,0,"unknown","0"
"4931",41,"blue-collar","married","secondary","no",13,"yes","no","cellular",6,"may",106,1,-1,0,"unknown","0"
"4932",26,"blue-collar","single","secondary","no",199,"yes","yes","unknown",12,"may",125,1,-1,0,"unknown","0"
"4933",40,"technician","married","secondary","no",42,"no","no","cellular",13,"aug",1842,2,-1,0,"unknown","1"
"4934",26,"blue-collar","single","secondary","yes",-36,"yes","no","unknown",3,"jun",482,2,-1,0,"unknown","1"
"4935",41,"entrepreneur","married","secondary","no",8491,"yes","no","cellular",18,"nov",929,1,-1,0,"unknown","1"
"4936",54,"blue-collar","married","primary","no",162,"yes","no","cellular",6,"may",184,1,-1,0,"unknown","0"
"4937",27,"blue-collar","married","secondary","no",77,"yes","no","cellular",4,"feb",253,1,-1,0,"unknown","0"
"4938",31,"entrepreneur","married","tertiary","no",0,"yes","no","unknown",23,"may",275,2,-1,0,"unknown","0"
"4939",37,"technician","single","secondary","no",1127,"yes","no","cellular",20,"apr",249,2,-1,0,"unknown","0"
"4940",41,"admin.","married","secondary","no",488,"no","yes","telephone",11,"jul",178,2,-1,0,"unknown","0"
"4941",35,"management","married","tertiary","no",1133,"yes","no","cellular",3,"nov",102,1,-1,0,"unknown","1"
"4942",42,"technician","married","secondary","no",994,"yes","no","cellular",11,"aug",149,1,78,5,"failure","1"
"4943",59,"retired","divorced","secondary","no",5583,"yes","no","cellular",30,"apr",720,1,-1,0,"unknown","1"
"4944",60,"retired","married","secondary","no",938,"no","no","cellular",13,"jan",380,3,-1,0,"unknown","1"
"4945",27,"blue-collar","married","secondary","no",4333,"no","no","cellular",20,"apr",163,1,-1,0,"unknown","1"
"4946",49,"blue-collar","married","secondary","no",913,"yes","yes","unknown",21,"may",178,3,-1,0,"unknown","0"
"4947",31,"blue-collar","single","primary","no",-443,"yes","no","unknown",28,"may",507,1,-1,0,"unknown","0"
"4948",33,"blue-collar","single","secondary","no",-416,"yes","no","unknown",16,"may",767,2,-1,0,"unknown","1"
"4949",42,"services","married","primary","no",248,"yes","no","cellular",14,"may",480,2,-1,0,"unknown","0"
"4950",56,"blue-collar","married","primary","no",8163,"no","no","cellular",14,"aug",1231,4,-1,0,"unknown","1"
"4951",26,"technician","single","secondary","no",855,"yes","no","unknown",28,"may",87,2,-1,0,"unknown","0"
"4952",52,"housemaid","married","primary","no",3798,"yes","no","cellular",17,"jul",1208,1,-1,0,"unknown","1"
"4953",25,"blue-collar","married","secondary","no",192,"yes","no","unknown",28,"may",357,3,-1,0,"unknown","0"
"4954",31,"housemaid","married","primary","no",-367,"yes","yes","telephone",7,"jul",352,2,-1,0,"unknown","0"
"4955",31,"admin.","single","secondary","no",1374,"yes","no","cellular",18,"may",290,2,370,1,"failure","0"
"4956",49,"admin.","divorced","secondary","no",2169,"yes","no","unknown",30,"jun",54,3,-1,0,"unknown","0"
"4957",22,"admin.","single","secondary","no",222,"no","no","cellular",3,"jun",156,3,-1,0,"unknown","0"
"4958",34,"management","married","tertiary","no",3696,"no","no","cellular",8,"apr",758,2,160,5,"other","1"
"4959",30,"technician","married","tertiary","no",1338,"yes","yes","cellular",10,"jul",81,6,-1,0,"unknown","0"
"4960",34,"management","married","tertiary","no",1657,"yes","no","cellular",18,"may",566,2,356,4,"failure","0"
"4961",56,"admin.","married","unknown","no",1167,"no","no","cellular",12,"aug",465,9,-1,0,"unknown","0"
"4962",45,"admin.","divorced","secondary","no",875,"yes","yes","unknown",23,"may",292,2,-1,0,"unknown","0"
"4963",45,"technician","divorced","secondary","no",23,"yes","no","unknown",27,"may",62,4,-1,0,"unknown","0"
"4964",32,"technician","single","secondary","no",1279,"yes","no","unknown",3,"jun",1173,3,-1,0,"unknown","1"
"4965",29,"management","single","unknown","no",560,"no","no","cellular",5,"apr",459,1,307,1,"failure","1"
"4966",33,"entrepreneur","married","secondary","no",2,"yes","yes","cellular",19,"nov",17,5,198,1,"failure","0"
"4967",59,"management","married","primary","no",396,"yes","no","unknown",2,"jun",72,3,-1,0,"unknown","0"
"4968",27,"student","single","unknown","no",1444,"no","no","cellular",2,"feb",248,2,-1,0,"unknown","0"
"4969",76,"retired","married","secondary","no",852,"no","no","telephone",3,"feb",283,2,-1,0,"unknown","0"
"4970",26,"blue-collar","single","secondary","no",-132,"no","no","unknown",8,"may",12,1,-1,0,"unknown","0"
"4971",35,"management","married","tertiary","no",122,"no","no","cellular",7,"jul",179,4,-1,0,"unknown","0"
"4972",51,"management","married","secondary","no",3180,"yes","no","cellular",9,"jul",384,1,-1,0,"unknown","0"
"4973",51,"housemaid","divorced","secondary","no",9228,"no","no","cellular",18,"jul",655,4,-1,0,"unknown","1"
"4974",33,"technician","married","secondary","no",0,"yes","no","cellular",20,"apr",210,2,-1,0,"unknown","0"
"4975",60,"management","married","unknown","no",6313,"no","no","unknown",19,"jun",39,2,-1,0,"unknown","0"
"4976",44,"services","married","secondary","no",361,"yes","no","unknown",29,"may",217,1,-1,0,"unknown","0"
"4977",34,"blue-collar","married","primary","no",176,"no","no","cellular",24,"jul",78,1,-1,0,"unknown","0"
"4978",49,"blue-collar","married","primary","no",67,"no","yes","cellular",13,"aug",269,4,-1,0,"unknown","0"
"4979",58,"retired","married","primary","no",565,"no","no","telephone",8,"oct",153,1,93,1,"success","1"
"4980",34,"blue-collar","married","primary","no",244,"yes","no","unknown",27,"may",15,13,-1,0,"unknown","0"
"4981",37,"technician","married","tertiary","no",1561,"no","no","cellular",29,"aug",88,7,-1,0,"unknown","0"
"4982",24,"student","single","secondary","no",139,"no","no","cellular",9,"sep",430,4,-1,0,"unknown","1"
"4983",36,"blue-collar","married","secondary","no",21,"yes","no","unknown",28,"may",89,1,-1,0,"unknown","0"
"4984",46,"blue-collar","married","secondary","no",-27,"yes","no","cellular",11,"may",254,1,-1,0,"unknown","0"
"4985",62,"retired","married","secondary","no",1495,"no","no","cellular",17,"aug",606,1,196,1,"success","1"
"4986",52,"management","married","tertiary","no",193,"no","no","cellular",4,"aug",145,1,-1,0,"unknown","0"
"4987",58,"blue-collar","married","primary","no",5188,"yes","no","cellular",25,"aug",606,6,-1,0,"unknown","1"
"4988",23,"technician","married","secondary","no",4,"yes","no","cellular",20,"apr",698,1,-1,0,"unknown","0"
"4989",28,"student","single","secondary","no",949,"yes","no","unknown",28,"may",1730,1,-1,0,"unknown","1"
"4990",51,"technician","divorced","secondary","yes",-113,"no","yes","cellular",22,"jul",314,4,-1,0,"unknown","0"
"4991",25,"blue-collar","single","secondary","no",815,"yes","no","unknown",19,"may",268,6,-1,0,"unknown","0"
"4992",41,"admin.","single","tertiary","no",873,"yes","no","cellular",9,"feb",16,9,-1,0,"unknown","0"
"4993",25,"admin.","single","secondary","no",289,"yes","no","cellular",21,"jul",127,3,-1,0,"unknown","0"
"4994",51,"technician","married","secondary","no",58,"yes","no","cellular",17,"nov",79,1,129,2,"failure","0"
"4995",28,"management","single","tertiary","no",203,"no","no","cellular",29,"jan",145,2,-1,0,"unknown","0"
"4996",30,"services","married","secondary","no",2191,"yes","no","cellular",13,"may",157,4,-1,0,"unknown","0"
"4997",25,"services","single","secondary","no",229,"yes","no","unknown",2,"jun",214,2,-1,0,"unknown","0"
"4998",29,"technician","single","secondary","no",674,"no","no","cellular",30,"apr",483,1,13,5,"success","1"
"4999",32,"services","married","secondary","no",-344,"no","yes","cellular",4,"feb",44,1,-1,0,"unknown","0"
"5000",31,"student","single","tertiary","no",64,"no","no","cellular",15,"sep",208,1,105,2,"success","0"
"5001",31,"blue-collar","single","secondary","no",1979,"yes","yes","cellular",6,"may",1205,1,-1,0,"unknown","1"
"5002",25,"student","single","secondary","no",115,"no","no","cellular",6,"may",796,2,-1,0,"unknown","0"
"5003",54,"entrepreneur","married","tertiary","no",1544,"no","yes","cellular",24,"jul",82,3,-1,0,"unknown","0"
"5004",41,"blue-collar","single","secondary","no",3851,"no","no","cellular",19,"nov",130,1,-1,0,"unknown","0"
"5005",40,"management","married","tertiary","no",1855,"no","no","telephone",8,"feb",78,6,-1,0,"unknown","1"
"5006",41,"technician","married","secondary","no",64,"yes","yes","unknown",8,"may",210,2,-1,0,"unknown","0"
"5007",33,"management","married","tertiary","no",4020,"yes","yes","cellular",15,"apr",251,1,-1,0,"unknown","0"
"5008",53,"housemaid","married","primary","yes",945,"no","no","cellular",29,"jan",82,2,-1,0,"unknown","0"
"5009",70,"retired","married","secondary","no",1164,"no","no","telephone",10,"nov",208,2,-1,0,"unknown","0"
"5010",51,"technician","married","unknown","no",-168,"no","no","cellular",31,"jul",56,3,-1,0,"unknown","0"
"5011",36,"services","married","secondary","no",4721,"no","no","cellular",9,"jun",150,1,92,5,"success","1"
"5012",73,"retired","married","primary","no",542,"no","no","cellular",26,"oct",355,1,180,5,"failure","1"
"5013",26,"management","single","tertiary","no",1177,"no","no","cellular",19,"oct",116,1,-1,0,"unknown","0"
"5014",42,"blue-collar","married","primary","no",517,"yes","no","cellular",31,"jul",101,7,-1,0,"unknown","0"
"5015",62,"management","married","tertiary","no",997,"no","no","cellular",22,"apr",554,1,304,2,"success","1"
"5016",40,"self-employed","married","tertiary","no",2977,"yes","no","cellular",17,"jul",1018,1,-1,0,"unknown","0"
"5017",39,"services","married","secondary","no",100,"yes","no","cellular",8,"may",132,1,-1,0,"unknown","0"
"5018",41,"management","single","tertiary","no",0,"yes","no","cellular",17,"jul",509,7,-1,0,"unknown","0"
"5019",36,"services","single","secondary","no",0,"yes","no","cellular",12,"may",398,6,-1,0,"unknown","1"
"5020",51,"admin.","married","secondary","no",3025,"no","no","cellular",7,"may",476,1,352,1,"other","1"
"5021",36,"management","divorced","tertiary","no",8119,"no","yes","cellular",8,"aug",118,2,-1,0,"unknown","0"
"5022",27,"blue-collar","single","primary","no",268,"no","no","unknown",4,"jun",32,1,-1,0,"unknown","0"
"5023",33,"technician","divorced","secondary","no",558,"yes","no","cellular",21,"nov",258,2,93,3,"failure","0"
"5024",56,"blue-collar","married","unknown","no",0,"no","no","cellular",18,"aug",82,3,-1,0,"unknown","0"
"5025",38,"services","divorced","secondary","no",446,"yes","no","unknown",18,"jun",373,4,-1,0,"unknown","0"
"5026",31,"technician","single","secondary","no",863,"yes","no","cellular",25,"may",166,3,111,6,"failure","0"
"5027",35,"self-employed","married","tertiary","no",8647,"no","no","cellular",19,"nov",140,2,-1,0,"unknown","0"
"5028",29,"blue-collar","married","secondary","no",314,"yes","yes","cellular",17,"apr",357,1,-1,0,"unknown","0"
"5029",39,"management","married","tertiary","no",-17,"yes","yes","cellular",28,"aug",908,1,-1,0,"unknown","1"
"5030",58,"housemaid","married","primary","no",5278,"yes","no","unknown",4,"jun",763,4,-1,0,"unknown","0"
"5031",72,"retired","married","primary","no",2600,"no","no","cellular",3,"feb",443,2,82,3,"success","1"
"5032",42,"management","single","tertiary","no",422,"yes","no","unknown",23,"may",25,2,-1,0,"unknown","0"
"5033",32,"management","married","tertiary","no",2667,"yes","no","cellular",4,"mar",251,1,181,4,"failure","1"
"5034",23,"services","single","secondary","no",279,"yes","no","cellular",18,"may",843,1,370,1,"failure","1"
"5035",35,"blue-collar","married","secondary","no",5639,"yes","no","cellular",20,"nov",945,2,-1,0,"unknown","1"
"5036",36,"technician","married","tertiary","no",301,"yes","no","unknown",7,"may",1581,2,-1,0,"unknown","0"
"5037",56,"admin.","divorced","secondary","no",3869,"no","no","cellular",28,"jan",79,1,-1,0,"unknown","0"
"5038",37,"housemaid","married","secondary","no",942,"no","no","unknown",17,"jun",79,1,-1,0,"unknown","0"
"5039",62,"management","married","secondary","no",1128,"no","no","cellular",2,"sep",236,1,290,3,"other","1"
"5040",35,"blue-collar","married","secondary","no",-258,"yes","no","cellular",9,"jul",219,1,-1,0,"unknown","0"
"5041",56,"services","married","primary","no",219,"yes","no","unknown",7,"may",130,4,-1,0,"unknown","0"
"5042",44,"admin.","single","secondary","no",1534,"no","no","cellular",10,"nov",95,1,95,3,"success","1"
"5043",51,"blue-collar","married","primary","no",872,"no","no","cellular",8,"aug",82,2,-1,0,"unknown","0"
"5044",55,"management","married","tertiary","no",568,"no","no","cellular",12,"aug",940,10,-1,0,"unknown","1"
"5045",36,"admin.","single","secondary","no",507,"yes","no","cellular",18,"may",264,1,300,2,"success","0"
"5046",34,"technician","married","secondary","no",563,"yes","yes","cellular",29,"aug",32,15,-1,0,"unknown","0"
"5047",26,"technician","single","secondary","no",3519,"yes","no","cellular",18,"may",283,1,-1,0,"unknown","0"
"5048",59,"retired","divorced","secondary","no",602,"no","no","unknown",20,"jun",89,3,-1,0,"unknown","0"
"5049",43,"management","divorced","unknown","no",7702,"no","no","cellular",1,"sep",108,7,102,3,"success","0"
"5050",31,"technician","married","tertiary","no",22,"no","no","cellular",22,"aug",122,5,-1,0,"unknown","0"
"5051",36,"self-employed","married","tertiary","no",634,"yes","no","cellular",21,"nov",369,2,-1,0,"unknown","0"
"5052",33,"management","single","tertiary","no",5437,"no","no","cellular",7,"oct",201,1,58,3,"failure","1"
"5053",32,"technician","married","secondary","no",765,"yes","yes","cellular",14,"apr",850,2,-1,0,"unknown","1"
"5054",83,"retired","married","secondary","no",0,"no","no","cellular",18,"mar",140,10,-1,0,"unknown","0"
"5055",50,"unknown","married","primary","no",341,"yes","yes","cellular",20,"apr",670,4,340,2,"success","1"
"5056",33,"services","married","secondary","no",-384,"yes","no","cellular",9,"jul",125,1,-1,0,"unknown","0"
"5057",39,"technician","married","secondary","no",2266,"no","no","cellular",18,"feb",208,4,-1,0,"unknown","1"
"5058",43,"housemaid","married","primary","no",1283,"no","no","cellular",5,"aug",448,1,-1,0,"unknown","0"
