"","age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome"
"1590",53,"blue-collar","married","primary","no",421,"yes","no","cellular",20,"nov",677,1,-1,0,"unknown"
"1591",73,"retired","married","primary","no",279,"no","no","cellular",28,"jan",399,3,-1,0,"unknown"
"1592",30,"technician","single","secondary","no",2371,"no","no","cellular",14,"jun",661,1,384,2,"other"
"1593",37,"blue-collar","married","secondary","no",14,"yes","no","cellular",31,"jul",38,18,-1,0,"unknown"
"1594",64,"unemployed","divorced","secondary","no",588,"no","no","cellular",8,"mar",409,1,-1,0,"unknown"
"1595",53,"services","divorced","secondary","no",0,"no","no","cellular",12,"mar",80,2,-1,0,"unknown"
"1596",47,"retired","single","primary","no",3033,"no","no","cellular",8,"sep",293,1,-1,0,"unknown"
"1597",55,"retired","married","secondary","no",273,"no","no","cellular",26,"aug",417,2,-1,0,"unknown"
"1598",83,"retired","married","primary","no",425,"no","no","telephone",22,"sep",773,1,92,2,"success"
"1599",54,"blue-collar","married","primary","no",1111,"no","no","telephone",26,"aug",385,9,-1,0,"unknown"
"1600",33,"unemployed","single","secondary","no",559,"yes","no","cellular",9,"feb",18,6,-1,0,"unknown"
"1601",25,"blue-collar","single","secondary","no",303,"no","no","cellular",18,"jun",252,1,92,1,"success"
"1602",39,"admin.","divorced","secondary","no",512,"no","no","cellular",4,"feb",275,1,-1,0,"unknown"
"1603",57,"unknown","married","primary","no",900,"no","no","cellular",8,"aug",169,4,-1,0,"unknown"
"1604",51,"admin.","single","secondary","no",895,"no","no","cellular",23,"jul",638,2,-1,0,"unknown"
"1605",41,"management","single","tertiary","no",1278,"yes","no","unknown",15,"may",344,2,-1,0,"unknown"
"1606",34,"management","single","tertiary","no",1,"no","no","cellular",31,"jul",36,6,-1,0,"unknown"
"1607",55,"housemaid","married","primary","no",2152,"no","no","unknown",19,"jun",922,2,-1,0,"unknown"
"1608",30,"technician","single","secondary","no",2371,"no","no","cellular",14,"jun",661,1,384,2,"other"
"1609",35,"blue-collar","married","primary","no",424,"yes","no","unknown",27,"may",177,2,-1,0,"unknown"
"1610",35,"technician","married","secondary","no",4922,"yes","no","cellular",17,"nov",393,4,201,17,"other"
"1611",55,"management","married","tertiary","no",4982,"yes","no","telephone",18,"nov",51,1,-1,0,"unknown"
"1612",42,"blue-collar","married","primary","no",695,"yes","no","cellular",16,"apr",173,2,-1,0,"unknown"
"1613",35,"blue-collar","single","secondary","no",885,"yes","no","cellular",15,"jul",632,6,-1,0,"unknown"
"1614",26,"management","single","tertiary","no",199,"yes","no","cellular",7,"may",413,1,-1,0,"unknown"
"1615",53,"technician","married","secondary","no",4930,"no","yes","cellular",2,"feb",228,2,-1,0,"unknown"
"1616",41,"blue-collar","married","secondary","no",2152,"yes","no","cellular",17,"nov",369,1,-1,0,"unknown"
"1617",49,"blue-collar","married","primary","no",-347,"yes","yes","unknown",4,"jun",213,3,-1,0,"unknown"
"1618",44,"blue-collar","married","primary","no",4031,"yes","no","cellular",7,"may",983,4,-1,0,"unknown"
"1619",31,"student","single","secondary","no",3511,"no","no","cellular",6,"oct",311,1,96,1,"success"
"1620",38,"technician","single","secondary","no",3278,"no","no","cellular",19,"aug",645,14,-1,0,"unknown"
"1621",20,"student","single","unknown","no",2785,"no","no","cellular",16,"sep",327,2,-1,0,"unknown"
"1622",36,"management","married","tertiary","no",495,"no","no","cellular",5,"aug",157,3,97,2,"success"
"1623",46,"blue-collar","married","unknown","no",842,"yes","no","telephone",8,"may",833,1,-1,0,"unknown"
"1624",47,"technician","married","tertiary","no",2155,"no","no","unknown",20,"jun",178,3,-1,0,"unknown"
"1625",30,"management","single","tertiary","no",1541,"no","no","cellular",18,"aug",471,8,-1,0,"unknown"
"1626",51,"management","married","secondary","no",1250,"yes","no","cellular",12,"may",209,2,-1,0,"unknown"
"1627",30,"management","single","tertiary","no",1541,"no","no","cellular",18,"aug",471,8,-1,0,"unknown"
"1628",51,"blue-collar","married","primary","no",1203,"yes","yes","telephone",13,"may",25,4,350,7,"failure"
"1629",28,"self-employed","single","secondary","no",131,"yes","no","unknown",23,"may",407,14,-1,0,"unknown"
"1630",38,"management","married","tertiary","no",162,"yes","no","cellular",21,"nov",143,1,-1,0,"unknown"
"1631",37,"management","married","tertiary","no",727,"no","no","cellular",21,"aug",176,10,-1,0,"unknown"
"1632",35,"management","single","secondary","no",0,"no","no","unknown",6,"jun",19,1,-1,0,"unknown"
"1633",82,"retired","married","secondary","no",121,"no","no","telephone",19,"feb",330,1,-1,0,"unknown"
"1634",38,"admin.","divorced","secondary","no",4630,"yes","no","unknown",3,"jun",133,3,-1,0,"unknown"
"1635",35,"admin.","married","secondary","no",2374,"yes","no","cellular",11,"aug",765,2,183,5,"success"
"1636",32,"self-employed","single","tertiary","no",1815,"no","no","telephone",10,"aug",235,1,102,2,"failure"
"1637",64,"unemployed","divorced","secondary","no",588,"no","no","cellular",8,"mar",409,1,-1,0,"unknown"
"1638",38,"services","married","secondary","no",2678,"no","no","cellular",28,"sep",282,2,187,1,"success"
"1639",29,"unknown","single","primary","no",50,"yes","no","unknown",7,"may",50,2,-1,0,"unknown"
"1640",35,"management","divorced","tertiary","no",3837,"yes","no","unknown",8,"may",1084,1,-1,0,"unknown"
"1641",27,"management","single","tertiary","no",6791,"no","no","cellular",5,"aug",179,2,69,26,"other"
"1642",50,"technician","married","secondary","no",156,"no","yes","cellular",14,"jul",1130,3,-1,0,"unknown"
"1643",32,"technician","single","secondary","no",309,"yes","yes","cellular",16,"apr",346,1,234,3,"failure"
"1644",53,"management","married","tertiary","no",1348,"no","yes","cellular",17,"jul",120,3,-1,0,"unknown"
"1645",35,"self-employed","married","secondary","no",188,"yes","yes","unknown",5,"jun",1865,2,-1,0,"unknown"
"1646",35,"admin.","divorced","secondary","no",534,"no","no","cellular",15,"may",669,1,312,3,"failure"
"1647",35,"management","married","tertiary","no",43,"no","no","cellular",11,"aug",917,4,-1,0,"unknown"
"1648",49,"management","married","tertiary","no",561,"no","no","cellular",15,"jun",173,1,-1,0,"unknown"
"1649",45,"technician","single","tertiary","no",2033,"no","no","cellular",15,"jun",243,5,285,2,"success"
"1650",36,"self-employed","single","tertiary","no",4844,"no","no","unknown",9,"jun",1137,3,-1,0,"unknown"
"1651",34,"technician","single","secondary","no",27446,"yes","no","cellular",21,"nov",203,2,-1,0,"unknown"
"1652",27,"management","single","tertiary","no",6791,"no","no","cellular",5,"aug",179,2,69,26,"other"
"1653",42,"technician","married","secondary","no",314,"no","no","cellular",27,"aug",11,22,-1,0,"unknown"
"1654",59,"retired","divorced","tertiary","no",3444,"no","no","cellular",10,"aug",252,1,185,2,"success"
"1655",44,"management","married","tertiary","no",309,"yes","no","cellular",5,"feb",676,1,-1,0,"unknown"
"1656",48,"housemaid","single","primary","no",46,"no","no","cellular",3,"aug",113,2,180,1,"failure"
"1657",57,"services","divorced","primary","no",818,"no","no","cellular",28,"jan",208,1,-1,0,"unknown"
"1658",33,"unknown","married","secondary","no",335,"no","no","cellular",4,"feb",891,2,177,7,"failure"
"1659",55,"housemaid","married","primary","no",2152,"no","no","unknown",19,"jun",922,2,-1,0,"unknown"
"1660",54,"technician","married","secondary","no",0,"no","no","telephone",14,"aug",159,2,106,6,"success"
"1661",41,"management","married","tertiary","no",1254,"no","no","cellular",4,"aug",272,1,-1,0,"unknown"
"1662",40,"housemaid","married","primary","no",34,"no","no","cellular",25,"aug",115,4,-1,0,"unknown"
"1663",30,"student","single","tertiary","no",3026,"no","no","cellular",23,"jul",251,1,535,1,"failure"
"1664",36,"technician","married","primary","no",0,"no","no","unknown",4,"jul",584,1,-1,0,"unknown"
"1665",32,"management","single","tertiary","no",5167,"no","no","cellular",26,"aug",10,18,-1,0,"unknown"
"1666",35,"technician","single","secondary","no",399,"yes","no","cellular",13,"may",496,2,345,3,"failure"
"1667",31,"management","married","tertiary","no",181,"yes","no","cellular",10,"jul",497,1,-1,0,"unknown"
"1668",33,"management","single","tertiary","no",76,"yes","no","unknown",7,"may",256,3,-1,0,"unknown"
"1669",35,"technician","married","secondary","no",294,"yes","no","cellular",9,"mar",301,1,90,4,"success"
"1670",77,"retired","married","secondary","no",820,"no","no","telephone",21,"oct",330,2,181,4,"success"
"1671",34,"services","married","secondary","no",-538,"yes","no","unknown",26,"may",682,1,-1,0,"unknown"
"1672",36,"blue-collar","married","secondary","no",1589,"yes","no","cellular",20,"apr",345,2,341,6,"other"
"1673",41,"admin.","married","secondary","no",124,"yes","no","cellular",12,"may",191,3,-1,0,"unknown"
"1674",35,"management","single","tertiary","no",431,"no","no","cellular",17,"aug",343,2,397,1,"failure"
"1675",50,"services","married","secondary","no",0,"yes","no","cellular",28,"jul",88,3,-1,0,"unknown"
"1676",34,"management","married","tertiary","no",3301,"yes","no","cellular",17,"sep",164,5,92,6,"success"
"1677",34,"technician","single","secondary","no",27446,"yes","no","cellular",21,"nov",203,2,-1,0,"unknown"
"1678",32,"management","single","tertiary","no",3,"yes","no","cellular",13,"may",568,1,-1,0,"unknown"
"1679",29,"blue-collar","single","secondary","no",0,"yes","no","cellular",5,"feb",16,9,253,1,"failure"
"1680",30,"blue-collar","single","secondary","no",49,"no","no","cellular",30,"jan",808,2,-1,0,"unknown"
"1681",47,"unemployed","married","secondary","no",926,"no","no","cellular",14,"aug",436,1,403,5,"success"
"1682",58,"admin.","divorced","secondary","no",0,"yes","no","cellular",2,"feb",244,1,229,5,"other"
"1683",60,"retired","divorced","tertiary","no",4,"yes","no","cellular",2,"dec",415,1,190,5,"failure"
"1684",55,"blue-collar","married","secondary","no",16873,"no","no","cellular",1,"jun",78,2,-1,0,"unknown"
"1685",49,"services","divorced","secondary","no",0,"no","no","cellular",28,"jul",412,2,-1,0,"unknown"
"1686",39,"blue-collar","single","secondary","no",1672,"yes","no","cellular",20,"apr",462,1,648,1,"failure"
"1687",24,"management","single","tertiary","no",553,"yes","no","unknown",26,"may",249,1,-1,0,"unknown"
"1688",24,"admin.","single","tertiary","no",-61,"no","no","cellular",11,"mar",95,4,-1,0,"unknown"
"1689",73,"retired","divorced","secondary","no",7111,"yes","no","cellular",12,"oct",146,1,-1,0,"unknown"
"1690",20,"student","single","secondary","no",-322,"yes","no","unknown",20,"jun",73,4,-1,0,"unknown"
"1691",65,"retired","married","secondary","no",23421,"no","no","cellular",2,"feb",432,1,-1,0,"unknown"
"1692",51,"retired","married","tertiary","no",746,"no","no","cellular",25,"aug",372,5,-1,0,"unknown"
"1693",37,"technician","divorced","secondary","no",4965,"no","no","cellular",6,"aug",222,2,-1,0,"unknown"
"1694",42,"blue-collar","divorced","secondary","no",1118,"yes","no","cellular",17,"apr",620,1,-1,0,"unknown"
"1695",56,"retired","married","primary","no",21,"no","no","cellular",29,"jul",324,7,-1,0,"unknown"
"1696",54,"unemployed","married","secondary","no",377,"no","no","cellular",8,"apr",1134,1,-1,0,"unknown"
"1697",25,"student","single","secondary","no",486,"no","no","cellular",13,"sep",273,3,199,4,"failure"
"1698",37,"management","married","tertiary","no",58,"yes","no","unknown",5,"may",98,2,-1,0,"unknown"
"1699",24,"management","single","tertiary","no",393,"no","no","cellular",27,"sep",1298,1,-1,0,"unknown"
"1700",25,"technician","single","tertiary","no",1954,"yes","yes","cellular",13,"may",66,1,351,1,"failure"
"1701",37,"housemaid","married","tertiary","no",166,"yes","no","cellular",12,"may",132,1,-1,0,"unknown"
"1702",31,"services","single","secondary","no",603,"yes","yes","cellular",17,"apr",185,2,319,2,"failure"
"1703",35,"blue-collar","married","secondary","no",80,"yes","yes","unknown",2,"jun",579,2,-1,0,"unknown"
"1704",41,"management","single","tertiary","no",4477,"no","no","cellular",4,"aug",357,2,-1,0,"unknown"
"1705",36,"management","single","tertiary","no",1379,"no","no","cellular",25,"may",189,1,186,1,"failure"
"1706",51,"unemployed","married","primary","no",1162,"yes","no","cellular",25,"jul",2015,1,-1,0,"unknown"
"1707",54,"management","divorced","tertiary","no",-449,"yes","no","cellular",14,"may",691,1,-1,0,"unknown"
"1708",43,"admin.","single","secondary","no",13,"no","yes","unknown",1,"jul",119,1,-1,0,"unknown"
"1709",54,"technician","married","primary","no",-1818,"yes","no","cellular",17,"jul",271,2,-1,0,"unknown"
"1710",58,"management","married","tertiary","no",541,"yes","no","cellular",8,"may",98,1,-1,0,"unknown"
"1711",33,"unknown","married","secondary","no",335,"no","no","cellular",4,"feb",891,2,177,7,"failure"
"1712",37,"services","single","secondary","no",1045,"no","no","cellular",17,"mar",406,2,41,1,"failure"
"1713",37,"management","married","tertiary","no",1113,"no","no","cellular",2,"mar",229,1,182,1,"success"
"1714",32,"management","married","secondary","no",134,"yes","yes","cellular",15,"may",532,3,-1,0,"unknown"
"1715",45,"blue-collar","divorced","primary","no",-207,"no","no","cellular",15,"jul",878,2,-1,0,"unknown"
"1716",56,"management","married","secondary","no",0,"no","no","cellular",27,"oct",298,1,111,8,"other"
"1717",55,"blue-collar","divorced","primary","no",8180,"no","no","cellular",14,"may",854,2,360,1,"failure"
"1718",58,"management","married","tertiary","no",1227,"no","no","cellular",8,"sep",400,2,95,1,"success"
"1719",76,"retired","married","secondary","no",820,"no","no","telephone",23,"apr",263,4,-1,0,"unknown"
"1720",30,"blue-collar","divorced","primary","no",-242,"no","yes","cellular",25,"jul",124,2,-1,0,"unknown"
"1721",34,"blue-collar","single","unknown","no",129,"yes","yes","cellular",16,"nov",295,1,200,2,"success"
"1722",26,"blue-collar","single","secondary","no",-46,"yes","no","unknown",20,"jun",382,7,-1,0,"unknown"
"1723",54,"blue-collar","married","primary","no",1111,"no","no","telephone",26,"aug",385,9,-1,0,"unknown"
"1724",38,"technician","married","secondary","no",0,"no","no","cellular",8,"jul",635,1,-1,0,"unknown"
"1725",32,"management","single","tertiary","no",819,"yes","no","cellular",20,"apr",114,2,-1,0,"unknown"
"1726",25,"management","single","tertiary","no",219,"no","no","cellular",30,"apr",458,1,-1,0,"unknown"
"1727",28,"management","single","tertiary","no",2725,"no","no","cellular",16,"jun",292,1,504,1,"failure"
"1728",38,"management","married","unknown","no",546,"yes","no","cellular",7,"may",437,3,351,2,"failure"
"1729",45,"blue-collar","married","secondary","no",640,"yes","no","cellular",4,"may",447,1,-1,0,"unknown"
"1730",31,"unemployed","single","primary","no",406,"no","no","cellular",4,"feb",736,1,-1,0,"unknown"
"1731",32,"student","single","secondary","no",61,"no","yes","cellular",5,"jul",178,3,515,7,"failure"
"1732",53,"blue-collar","married","primary","no",-211,"yes","yes","cellular",3,"feb",195,6,251,2,"failure"
"1733",38,"entrepreneur","married","tertiary","no",1110,"yes","no","cellular",20,"nov",888,2,183,2,"failure"
"1734",39,"management","married","primary","no",551,"no","yes","cellular",7,"jul",107,5,-1,0,"unknown"
"1735",55,"admin.","married","unknown","no",2038,"no","no","cellular",9,"apr",394,1,-1,0,"unknown"
"1736",32,"management","married","tertiary","no",1041,"yes","no","cellular",18,"may",577,2,-1,0,"unknown"
"1737",35,"management","divorced","tertiary","no",366,"yes","no","telephone",29,"jul",480,9,-1,0,"unknown"
"1738",48,"admin.","married","unknown","no",0,"yes","no","cellular",8,"may",85,1,168,2,"failure"
"1739",61,"retired","divorced","secondary","no",4243,"no","no","cellular",30,"apr",315,1,182,2,"success"
"1740",48,"management","divorced","unknown","no",343,"no","no","cellular",4,"feb",191,1,-1,0,"unknown"
"1741",25,"management","married","unknown","no",448,"no","no","cellular",5,"feb",151,1,297,1,"success"
"1742",42,"services","married","unknown","no",1340,"no","yes","cellular",30,"jul",88,5,-1,0,"unknown"
"1743",58,"management","divorced","tertiary","no",1266,"no","yes","unknown",6,"jun",164,1,-1,0,"unknown"
"1744",29,"blue-collar","single","tertiary","no",455,"no","no","cellular",22,"oct",542,4,148,3,"success"
"1745",39,"technician","single","secondary","no",1022,"yes","no","unknown",20,"may",1410,2,-1,0,"unknown"
"1746",58,"retired","married","primary","no",1241,"no","no","cellular",18,"aug",194,2,-1,0,"unknown"
"1747",60,"housemaid","married","secondary","no",681,"no","yes","cellular",9,"jul",337,1,-1,0,"unknown"
"1748",32,"student","single","unknown","no",2313,"yes","no","unknown",9,"jun",99,26,-1,0,"unknown"
"1749",77,"retired","married","primary","no",2590,"no","no","telephone",13,"nov",212,3,277,12,"failure"
"1750",65,"retired","married","secondary","no",23421,"no","no","cellular",2,"feb",432,1,-1,0,"unknown"
"1751",33,"services","married","secondary","no",70,"no","no","cellular",17,"jul",378,7,-1,0,"unknown"
"1752",43,"entrepreneur","married","secondary","no",860,"yes","yes","cellular",15,"jul",131,5,-1,0,"unknown"
"1753",39,"technician","divorced","secondary","no",0,"yes","yes","cellular",30,"apr",85,1,-1,0,"unknown"
"1754",35,"housemaid","married","tertiary","no",1265,"yes","no","cellular",15,"may",326,5,179,4,"failure"
"1755",27,"technician","single","tertiary","no",372,"yes","yes","cellular",25,"jul",728,2,-1,0,"unknown"
"1756",34,"technician","married","secondary","no",159,"yes","no","cellular",18,"oct",252,1,-1,0,"unknown"
"1757",48,"housemaid","single","primary","no",46,"no","no","cellular",4,"aug",118,1,1,3,"success"
"1758",57,"admin.","married","secondary","no",6005,"yes","no","cellular",8,"may",704,1,323,6,"failure"
"1759",32,"technician","single","tertiary","no",548,"no","no","cellular",18,"aug",377,7,-1,0,"unknown"
"1760",80,"retired","married","secondary","no",668,"no","no","telephone",8,"jul",250,1,371,1,"success"
"1761",40,"self-employed","married","secondary","no",1893,"no","no","cellular",21,"jul",78,16,-1,0,"unknown"
"1762",44,"technician","married","tertiary","no",1818,"yes","yes","cellular",3,"feb",508,1,92,4,"failure"
"1763",37,"services","divorced","secondary","no",319,"yes","no","unknown",6,"jun",467,3,-1,0,"unknown"
"1764",39,"management","married","tertiary","yes",47,"no","no","unknown",16,"jun",84,3,-1,0,"unknown"
"1765",42,"admin.","married","secondary","no",-150,"no","yes","cellular",8,"jul",249,3,-1,0,"unknown"
"1766",26,"management","single","tertiary","no",7628,"no","no","cellular",1,"apr",263,1,-1,0,"unknown"
"1767",30,"services","married","secondary","no",129,"yes","no","unknown",26,"may",1446,7,-1,0,"unknown"
"1768",30,"management","married","tertiary","no",0,"yes","no","cellular",9,"jul",127,1,-1,0,"unknown"
"1769",31,"student","single","secondary","no",3511,"no","no","cellular",6,"oct",311,1,96,1,"success"
"1770",56,"technician","married","secondary","no",147,"no","no","cellular",12,"apr",203,1,-1,0,"unknown"
"1771",42,"unemployed","married","secondary","no",1990,"yes","yes","unknown",19,"may",13,1,-1,0,"unknown"
"1772",46,"blue-collar","married","unknown","no",842,"yes","no","telephone",8,"may",833,1,-1,0,"unknown"
"1773",19,"student","single","secondary","no",394,"no","no","cellular",5,"apr",327,3,-1,0,"unknown"
"1774",71,"retired","divorced","primary","no",275,"no","no","cellular",14,"jun",293,1,425,1,"success"
"1775",48,"management","married","tertiary","no",2960,"no","no","unknown",5,"jun",86,1,-1,0,"unknown"
"1776",49,"blue-collar","married","secondary","no",1946,"no","no","cellular",16,"jul",486,1,-1,0,"unknown"
"1777",48,"technician","divorced","secondary","no",40,"no","no","unknown",12,"may",300,3,-1,0,"unknown"
"1778",29,"management","single","tertiary","no",119,"yes","no","unknown",28,"may",136,2,-1,0,"unknown"
"1779",55,"self-employed","married","secondary","no",-196,"yes","no","unknown",20,"may",210,2,-1,0,"unknown"
"1780",35,"management","married","tertiary","no",8000,"no","no","cellular",13,"may",331,1,90,3,"success"
"1781",23,"student","single","secondary","no",480,"no","no","cellular",9,"feb",742,2,182,1,"failure"
"1782",60,"retired","divorced","secondary","no",1718,"yes","no","unknown",26,"may",146,6,-1,0,"unknown"
"1783",33,"technician","single","secondary","no",247,"yes","no","cellular",20,"nov",428,1,-1,0,"unknown"
"1784",49,"entrepreneur","married","primary","no",6188,"no","no","cellular",18,"nov",453,1,-1,0,"unknown"
"1785",35,"management","single","tertiary","no",68,"no","no","unknown",6,"jun",1085,1,-1,0,"unknown"
"1786",31,"technician","single","secondary","no",138,"no","no","cellular",26,"may",91,1,285,2,"other"
"1787",44,"services","divorced","secondary","no",130,"yes","no","cellular",14,"may",263,1,371,1,"failure"
"1788",62,"housemaid","married","tertiary","no",1528,"no","no","cellular",14,"apr",496,1,-1,0,"unknown"
"1789",30,"technician","single","tertiary","no",3291,"yes","no","unknown",19,"may",1218,3,-1,0,"unknown"
"1790",31,"services","single","secondary","no",469,"no","yes","cellular",2,"feb",111,1,-1,0,"unknown"
"1791",45,"technician","married","secondary","no",1998,"no","no","cellular",4,"may",237,5,-1,0,"unknown"
"1792",37,"admin.","single","tertiary","no",1000,"yes","no","cellular",15,"jun",322,1,90,1,"success"
"1793",53,"retired","divorced","tertiary","no",-309,"yes","no","cellular",21,"aug",343,2,428,2,"success"
"1794",53,"blue-collar","married","primary","no",421,"yes","no","cellular",20,"nov",677,1,-1,0,"unknown"
"1795",29,"blue-collar","married","secondary","no",-493,"yes","no","cellular",18,"may",536,2,334,4,"failure"
"1796",45,"blue-collar","married","secondary","no",221,"no","yes","cellular",25,"aug",153,4,-1,0,"unknown"
"1797",41,"admin.","divorced","primary","no",4070,"yes","no","unknown",6,"may",140,2,-1,0,"unknown"
"1798",44,"blue-collar","married","secondary","no",0,"no","no","cellular",30,"jul",684,2,-1,0,"unknown"
"1799",31,"management","single","tertiary","no",385,"yes","no","unknown",21,"may",304,1,-1,0,"unknown"
"1800",31,"admin.","single","secondary","no",0,"yes","no","cellular",7,"may",895,2,295,2,"failure"
"1801",36,"management","single","tertiary","no",479,"no","no","cellular",9,"feb",629,2,-1,0,"unknown"
"1802",51,"services","married","unknown","no",3413,"no","no","cellular",27,"aug",146,7,-1,0,"unknown"
"1803",52,"admin.","single","secondary","no",2398,"yes","no","cellular",3,"nov",412,1,-1,0,"unknown"
"1804",40,"admin.","married","unknown","no",9110,"yes","no","cellular",12,"may",234,6,174,3,"failure"
"1805",71,"retired","married","tertiary","no",3561,"no","no","telephone",15,"mar",577,7,-1,0,"unknown"
"1806",47,"technician","married","secondary","no",-59,"yes","yes","cellular",11,"may",502,1,343,2,"failure"
"1807",39,"management","single","tertiary","no",968,"yes","no","cellular",22,"aug",199,6,-1,0,"unknown"
"1808",33,"blue-collar","single","primary","no",611,"no","no","telephone",16,"sep",390,2,-1,0,"unknown"
"1809",39,"management","single","tertiary","no",763,"no","no","cellular",22,"feb",543,1,189,1,"failure"
"1810",25,"technician","single","secondary","no",0,"no","yes","cellular",8,"jul",634,1,-1,0,"unknown"
"1811",39,"blue-collar","married","primary","no",390,"yes","no","cellular",17,"apr",206,1,-1,0,"unknown"
"1812",41,"blue-collar","married","primary","no",200,"no","yes","cellular",31,"jul",309,2,-1,0,"unknown"
"1813",33,"blue-collar","married","primary","no",1903,"yes","no","cellular",21,"nov",337,2,182,3,"failure"
"1814",52,"technician","married","secondary","no",371,"yes","yes","cellular",21,"apr",224,2,182,1,"success"
"1815",55,"management","divorced","tertiary","no",481,"yes","no","telephone",14,"jul",79,3,-1,0,"unknown"
"1816",47,"technician","married","secondary","no",636,"no","no","cellular",4,"aug",416,2,-1,0,"unknown"
"1817",30,"entrepreneur","married","secondary","no",2926,"yes","no","unknown",28,"may",238,8,-1,0,"unknown"
"1818",54,"technician","divorced","secondary","no",1663,"yes","no","telephone",20,"apr",41,1,150,9,"other"
"1819",42,"management","married","tertiary","no",36,"no","no","cellular",21,"nov",664,3,-1,0,"unknown"
"1820",32,"admin.","single","secondary","no",554,"yes","no","cellular",28,"may",101,2,368,5,"failure"
"1821",36,"management","married","tertiary","no",27359,"yes","no","unknown",3,"jun",71,2,-1,0,"unknown"
"1822",31,"blue-collar","married","secondary","no",2910,"yes","no","unknown",23,"may",1392,2,-1,0,"unknown"
"1823",49,"services","married","secondary","no",7019,"yes","no","cellular",2,"jun",263,1,368,3,"failure"
"1824",34,"admin.","single","tertiary","no",1077,"no","no","cellular",19,"oct",218,1,151,5,"other"
"1825",40,"management","married","tertiary","no",1666,"yes","no","cellular",28,"aug",271,4,-1,0,"unknown"
"1826",29,"blue-collar","married","secondary","no",-114,"yes","no","cellular",15,"may",132,2,359,2,"failure"
"1827",36,"management","married","tertiary","no",860,"yes","no","unknown",20,"may",294,15,-1,0,"unknown"
"1828",52,"housemaid","married","primary","no",0,"no","yes","cellular",9,"jul",266,1,-1,0,"unknown"
"1829",58,"retired","married","primary","no",1241,"no","no","cellular",18,"aug",194,2,-1,0,"unknown"
"1830",73,"retired","married","primary","no",796,"no","no","cellular",23,"apr",888,1,182,3,"success"
"1831",33,"blue-collar","married","primary","no",1903,"yes","no","cellular",21,"nov",337,2,182,3,"failure"
"1832",31,"blue-collar","married","secondary","no",154,"yes","yes","cellular",15,"may",454,1,-1,0,"unknown"
"1833",31,"unemployed","divorced","tertiary","no",256,"yes","no","cellular",2,"feb",264,1,201,2,"success"
"1834",31,"blue-collar","married","secondary","no",29,"no","no","cellular",30,"jul",130,3,-1,0,"unknown"
"1835",29,"housemaid","single","tertiary","no",453,"no","no","cellular",13,"aug",126,2,-1,0,"unknown"
"1836",55,"management","divorced","unknown","no",2,"yes","no","unknown",19,"may",95,1,-1,0,"unknown"
"1837",55,"technician","married","tertiary","no",11,"no","no","cellular",21,"aug",588,2,-1,0,"unknown"
"1838",36,"unemployed","married","secondary","yes",-318,"yes","no","unknown",15,"may",133,2,-1,0,"unknown"
"1839",73,"retired","divorced","secondary","no",7111,"yes","no","cellular",12,"oct",146,1,-1,0,"unknown"
"1840",49,"technician","single","secondary","no",-188,"yes","yes","cellular",17,"nov",454,1,-1,0,"unknown"
"1841",35,"blue-collar","single","secondary","no",3623,"no","no","telephone",30,"oct",160,1,-1,0,"unknown"
"1842",46,"blue-collar","married","primary","no",67,"no","no","unknown",24,"jun",9,1,-1,0,"unknown"
"1843",49,"services","divorced","secondary","no",0,"no","no","cellular",28,"jul",412,2,-1,0,"unknown"
"1844",26,"blue-collar","single","primary","no",409,"yes","no","cellular",21,"jul",577,2,-1,0,"unknown"
"1845",43,"services","divorced","unknown","no",-291,"yes","no","cellular",11,"may",277,1,301,2,"failure"
"1846",43,"technician","single","secondary","no",336,"yes","no","unknown",9,"may",181,1,-1,0,"unknown"
"1847",28,"blue-collar","married","secondary","no",339,"yes","no","unknown",26,"may",100,2,-1,0,"unknown"
"1848",24,"student","single","secondary","no",1809,"no","no","cellular",11,"oct",165,1,95,2,"success"
"1849",39,"technician","married","secondary","no",768,"yes","yes","unknown",27,"may",171,4,-1,0,"unknown"
"1850",59,"admin.","married","primary","no",4387,"yes","no","telephone",16,"jul",73,6,-1,0,"unknown"
"1851",36,"blue-collar","married","secondary","no",2848,"yes","no","cellular",20,"nov",265,3,-1,0,"unknown"
"1852",34,"technician","divorced","secondary","no",3997,"yes","no","unknown",20,"may",320,1,-1,0,"unknown"
"1853",38,"technician","single","tertiary","no",369,"no","no","cellular",7,"aug",365,8,-1,0,"unknown"
"1854",37,"management","married","tertiary","no",6771,"no","no","cellular",7,"sep",337,1,186,1,"success"
"1855",46,"admin.","married","secondary","no",7386,"no","no","cellular",6,"aug",87,4,-1,0,"unknown"
"1856",37,"technician","single","unknown","no",334,"no","yes","cellular",25,"jul",442,12,-1,0,"unknown"
"1857",32,"admin.","single","tertiary","no",8866,"no","no","cellular",9,"jun",234,2,83,2,"success"
"1858",44,"admin.","married","unknown","no",-299,"yes","no","unknown",23,"may",268,1,-1,0,"unknown"
"1859",40,"blue-collar","married","secondary","no",1451,"no","no","cellular",1,"jun",314,1,-1,0,"unknown"
"1860",41,"services","married","secondary","no",-140,"no","yes","unknown",6,"jun",190,1,-1,0,"unknown"
"1861",43,"services","divorced","unknown","no",-291,"yes","no","cellular",11,"may",277,1,301,2,"failure"
"1862",60,"housemaid","married","secondary","no",0,"no","no","telephone",3,"aug",676,2,181,5,"failure"
